1	3748.25	0.663702	1
2	5351.66	520.353	2
3	4792.94	4.34562	3
4	5508.59	0.304795	4
5	5407.34	7.08579	5
6	5507.25	5.3543	6
7	5473.55	15.6138	7
8	5503.03	0.20025	8
#Triad_native
