1	3419.03	6.08901	1
2	5030.64	492.651	2
3	4530.25	4.06848	3
4	5239.45	0.398121	4
5	5085.91	37.2632	5
6	5242.31	3.9427	6
7	5218.14	14.456	7
8	5234.62	0.384187	8
#Copy_native
