1	3746.77	2.67022	1
2	5352.8	521.467	2
3	4789.78	4.2546	3
4	5505.31	0.250799	4
5	5407.49	2.25719	5
6	5504.42	2.12123	6
7	5475.14	19.0227	7
8	5499.58	0.295973	8
#Add_native
